,id,наименование,дата,аппарат,количество,машиночас
4900,6935,Челябинская область,2020-11,Traxporter,37,4239
4901,6936,Челябинская область,2020-12,Traxporter,31,4239
4902,6941,Челябинская область,2020-5,Ziesel,0,1699
4903,6942,Челябинская область,2020-6,Ziesel,3,1699
4904,6943,Челябинская область,2020-7,Ziesel,8,1699
4905,6944,Челябинская область,2020-8,Ziesel,15,1699
4906,6945,Челябинская область,2020-9,Ziesel,28,1699
4907,6946,Челябинская область,2020-10,Ziesel,46,1699
4908,6947,Челябинская область,2020-11,Ziesel,41,1699
4909,6948,Челябинская область,2020-12,Ziesel,26,1699
4910,6952,Чувашская Республика,2020-4,Energiser505,0,341
4911,6953,Чувашская Республика,2020-5,Energiser505,1,341
4912,6954,Чувашская Республика,2020-6,Energiser505,2,341
4913,6955,Чувашская Республика,2020-7,Energiser505,5,341
4914,6956,Чувашская Республика,2020-8,Energiser505,15,341
4915,6957,Чувашская Республика,2020-9,Energiser505,27,341
4916,6958,Чувашская Республика,2020-10,Energiser505,34,341
4917,6959,Чувашская Республика,2020-11,Energiser505,37,341
4918,6960,Чувашская Республика,2020-12,Energiser505,30,341
4919,6964,Чувашская Республика,2020-4,Red BUG CT500,0,626
4920,6965,Чувашская Республика,2020-5,Red BUG CT500,0,626
4921,6966,Чувашская Республика,2020-6,Red BUG CT500,2,626
4922,6967,Чувашская Республика,2020-7,Red BUG CT500,6,626
4923,6968,Чувашская Республика,2020-8,Red BUG CT500,13,626
4924,6969,Чувашская Республика,2020-9,Red BUG CT500,29,626
4925,6970,Чувашская Республика,2020-10,Red BUG CT500,38,626
4926,6971,Чувашская Республика,2020-11,Red BUG CT500,38,626
4927,6972,Чувашская Республика,2020-12,Red BUG CT500,32,626
4928,6976,Ярославская область,2020-4,Ziesel,0,1729
4929,6977,Ярославская область,2020-5,Ziesel,1,1729
4930,6978,Ярославская область,2020-6,Ziesel,3,1729
4931,6979,Ярославская область,2020-7,Ziesel,9,1729
4932,6980,Ярославская область,2020-8,Ziesel,18,1729
4933,6981,Ярославская область,2020-9,Ziesel,36,1729
4934,6982,Ярославская область,2020-10,Ziesel,44,1729
4935,6983,Ярославская область,2020-11,Ziesel,52,1729
4936,6984,Ярославская область,2020-12,Ziesel,41,1729
4937,6988,Ярославская область,2020-4,DTV Shredder,0,1638
4938,6989,Ярославская область,2020-5,DTV Shredder,0,1638
4939,6990,Ярославская область,2020-6,DTV Shredder,1,1638
4940,6991,Ярославская область,2020-7,DTV Shredder,7,1638
4941,6992,Ярославская область,2020-8,DTV Shredder,20,1638
4942,6993,Ярославская область,2020-9,DTV Shredder,34,1638
4943,6994,Ярославская область,2020-10,DTV Shredder,46,1638
4944,6995,Ярославская область,2020-11,DTV Shredder,47,1638
4945,6996,Ярославская область,2020-12,DTV Shredder,35,1638
4946,7001,Ярославская область,2020-5,Ripsaw,0,2490
4947,7002,Ярославская область,2020-6,Ripsaw,2,2490
4948,7003,Ярославская область,2020-7,Ripsaw,6,2490
4949,7004,Ярославская область,2020-8,Ripsaw,17,2490
4950,7005,Ярославская область,2020-9,Ripsaw,26,2490
4951,7006,Ярославская область,2020-10,Ripsaw,45,2490
4952,7007,Ярославская область,2020-11,Ripsaw,46,2490
4953,7008,Ярославская область,2020-12,Ripsaw,35,2490
4954,7013,Алтайский край,2021-5,Energiser505,0,361
4955,7014,Алтайский край,2021-6,Energiser505,2,361
4956,7015,Алтайский край,2021-7,Energiser505,7,361
4957,7016,Алтайский край,2021-8,Energiser505,14,361
4958,7017,Алтайский край,2021-9,Energiser505,27,361
4959,7018,Алтайский край,2021-10,Energiser505,36,361
4960,7019,Алтайский край,2021-11,Energiser505,38,361
4961,7020,Алтайский край,2021-12,Energiser505,31,361
4962,7025,Алтайский край,2021-5,Traxporter,1,4209
4963,7026,Алтайский край,2021-6,Traxporter,1,4209
4964,7027,Алтайский край,2021-7,Traxporter,6,4209
4965,7028,Алтайский край,2021-8,Traxporter,17,4209
4966,7029,Алтайский край,2021-9,Traxporter,23,4209
4967,7030,Алтайский край,2021-10,Traxporter,41,4209
4968,7031,Алтайский край,2021-11,Traxporter,41,4209
4969,7032,Алтайский край,2021-12,Traxporter,29,4209
4970,7036,Алтайский край,2021-4,Ziesel,0,1715
4971,7037,Алтайский край,2021-5,Ziesel,0,1715
4972,7038,Алтайский край,2021-6,Ziesel,2,1715
4973,7039,Алтайский край,2021-7,Ziesel,6,1715
4974,7040,Алтайский край,2021-8,Ziesel,16,1715
4975,7041,Алтайский край,2021-9,Ziesel,30,1715
4976,7042,Алтайский край,2021-10,Ziesel,43,1715
4977,7043,Алтайский край,2021-11,Ziesel,41,1715
4978,7044,Алтайский край,2021-12,Ziesel,38,1715
4979,7048,Амурская область,2021-4,Energiser505,0,346
4980,7049,Амурская область,2021-5,Energiser505,2,346
4981,7050,Амурская область,2021-6,Energiser505,8,346
4982,7051,Амурская область,2021-7,Energiser505,12,346
4983,7052,Амурская область,2021-8,Energiser505,44,346
4984,7053,Амурская область,2021-9,Energiser505,62,346
4985,7054,Амурская область,2021-10,Energiser505,90,346
4986,7055,Амурская область,2021-11,Energiser505,87,346
4987,7056,Амурская область,2021-12,Energiser505,72,346
4988,7060,Амурская область,2021-4,Traxporter,0,4110
4989,7061,Амурская область,2021-5,Traxporter,3,4110
4990,7062,Амурская область,2021-6,Traxporter,4,4110
4991,7063,Амурская область,2021-7,Traxporter,15,4110
4992,7064,Амурская область,2021-8,Traxporter,35,4110
4993,7065,Амурская область,2021-9,Traxporter,56,4110
4994,7066,Амурская область,2021-10,Traxporter,72,4110
4995,7067,Амурская область,2021-11,Traxporter,81,4110
4996,7068,Амурская область,2021-12,Traxporter,65,4110
4997,7072,Амурская область,2021-4,Ziesel,0,1781
4998,7073,Амурская область,2021-5,Ziesel,1,1781
4999,7074,Амурская область,2021-6,Ziesel,3,1781
5000,7075,Амурская область,2021-7,Ziesel,14,1781
5001,7076,Амурская область,2021-8,Ziesel,37,1781
5002,7077,Амурская область,2021-9,Ziesel,61,1781
5003,7078,Амурская область,2021-10,Ziesel,90,1781
5004,7079,Амурская область,2021-11,Ziesel,96,1781
5005,7080,Амурская область,2021-12,Ziesel,86,1781
5006,7085,Архангельская область,2021-5,Ziesel,1,1756
5007,7086,Архангельская область,2021-6,Ziesel,4,1756
5008,7087,Архангельская область,2021-7,Ziesel,10,1756
5009,7088,Архангельская область,2021-8,Ziesel,24,1756
5010,7089,Архангельская область,2021-9,Ziesel,38,1756
5011,7090,Архангельская область,2021-10,Ziesel,52,1756
5012,7091,Архангельская область,2021-11,Ziesel,49,1756
5013,7092,Архангельская область,2021-12,Ziesel,41,1756
5014,7097,Архангельская область,2021-5,DTV Shredder,0,1534
5015,7098,Архангельская область,2021-6,DTV Shredder,2,1534
5016,7099,Архангельская область,2021-7,DTV Shredder,12,1534
5017,7100,Архангельская область,2021-8,DTV Shredder,24,1534
5018,7101,Архангельская область,2021-9,DTV Shredder,39,1534
5019,7102,Архангельская область,2021-10,DTV Shredder,53,1534
5020,7103,Архангельская область,2021-11,DTV Shredder,60,1534
5021,7104,Архангельская область,2021-12,DTV Shredder,40,1534
5022,7109,Архангельская область,2021-5,Ripsaw,0,2529
5023,7110,Архангельская область,2021-6,Ripsaw,2,2529
5024,7111,Архангельская область,2021-7,Ripsaw,4,2529
5025,7112,Архангельская область,2021-8,Ripsaw,16,2529
5026,7113,Архангельская область,2021-9,Ripsaw,32,2529
5027,7114,Архангельская область,2021-10,Ripsaw,45,2529
5028,7115,Архангельская область,2021-11,Ripsaw,48,2529
5029,7116,Архангельская область,2021-12,Ripsaw,40,2529
5030,7121,Астраханская область,2021-5,Energiser505,0,349
5031,7122,Астраханская область,2021-6,Energiser505,2,349
5032,7123,Астраханская область,2021-7,Energiser505,6,349
5033,7124,Астраханская область,2021-8,Energiser505,18,349
5034,7125,Астраханская область,2021-9,Energiser505,35,349
5035,7126,Астраханская область,2021-10,Energiser505,43,349
5036,7127,Астраханская область,2021-11,Energiser505,47,349
5037,7128,Астраханская область,2021-12,Energiser505,36,349
5038,7133,Астраханская область,2021-5,Red BUG CT500,0,663
5039,7134,Астраханская область,2021-6,Red BUG CT500,0,663
5040,7135,Астраханская область,2021-7,Red BUG CT500,7,663
5041,7136,Астраханская область,2021-8,Red BUG CT500,15,663
5042,7137,Астраханская область,2021-9,Red BUG CT500,30,663
5043,7138,Астраханская область,2021-10,Red BUG CT500,42,663
5044,7139,Астраханская область,2021-11,Red BUG CT500,46,663
5045,7140,Астраханская область,2021-12,Red BUG CT500,36,663
5046,7144,Белгородская область,2021-4,Energiser505,0,350
5047,7145,Белгородская область,2021-5,Energiser505,1,350
5048,7146,Белгородская область,2021-6,Energiser505,3,350
5049,7147,Белгородская область,2021-7,Energiser505,9,350
5050,7148,Белгородская область,2021-8,Energiser505,23,350
5051,7149,Белгородская область,2021-9,Energiser505,42,350
5052,7150,Белгородская область,2021-10,Energiser505,56,350
5053,7151,Белгородская область,2021-11,Energiser505,63,350
5054,7152,Белгородская область,2021-12,Energiser505,50,350
5055,7157,Белгородская область,2021-5,Traxporter,1,4131
5056,7158,Белгородская область,2021-6,Traxporter,5,4131
5057,7159,Белгородская область,2021-7,Traxporter,10,4131
5058,7160,Белгородская область,2021-8,Traxporter,29,4131
5059,7161,Белгородская область,2021-9,Traxporter,52,4131
5060,7162,Белгородская область,2021-10,Traxporter,70,4131
5061,7163,Белгородская область,2021-11,Traxporter,72,4131
5062,7164,Белгородская область,2021-12,Traxporter,55,4131
5063,7168,Белгородская область,2021-4,Ziesel,0,1723
5064,7169,Белгородская область,2021-5,Ziesel,0,1723
5065,7170,Белгородская область,2021-6,Ziesel,3,1723
5066,7171,Белгородская область,2021-7,Ziesel,13,1723
5067,7172,Белгородская область,2021-8,Ziesel,27,1723
5068,7173,Белгородская область,2021-9,Ziesel,49,1723
5069,7174,Белгородская область,2021-10,Ziesel,79,1723
5070,7175,Белгородская область,2021-11,Ziesel,80,1723
5071,7176,Белгородская область,2021-12,Ziesel,63,1723
5072,7180,Брянская область,2021-4,Red RBL-03,0,1332
5073,7181,Брянская область,2021-5,Red RBL-03,0,1332
5074,7182,Брянская область,2021-6,Red RBL-03,2,1332
5075,7183,Брянская область,2021-7,Red RBL-03,6,1332
5076,7184,Брянская область,2021-8,Red RBL-03,16,1332
5077,7185,Брянская область,2021-9,Red RBL-03,32,1332
5078,7186,Брянская область,2021-10,Red RBL-03,39,1332
5079,7187,Брянская область,2021-11,Red RBL-03,45,1332
5080,7188,Брянская область,2021-12,Red RBL-03,38,1332
5081,7193,Брянская область,2021-5,AFA-ROCK,0,607
5082,7194,Брянская область,2021-6,AFA-ROCK,2,607
5083,7195,Брянская область,2021-7,AFA-ROCK,6,607
5084,7196,Брянская область,2021-8,AFA-ROCK,17,607
5085,7197,Брянская область,2021-9,AFA-ROCK,28,607
5086,7198,Брянская область,2021-10,AFA-ROCK,38,607
5087,7199,Брянская область,2021-11,AFA-ROCK,39,607
5088,7200,Брянская область,2021-12,AFA-ROCK,30,607
5089,7205,Брянская область,2021-5,Honda HSM,0,1238
5090,7206,Брянская область,2021-6,Honda HSM,1,1238
5091,7207,Брянская область,2021-7,Honda HSM,6,1238
5092,7208,Брянская область,2021-8,Honda HSM,18,1238
5093,7209,Брянская область,2021-9,Honda HSM,26,1238
5094,7210,Брянская область,2021-10,Honda HSM,36,1238
5095,7211,Брянская область,2021-11,Honda HSM,40,1238
5096,7212,Брянская область,2021-12,Honda HSM,33,1238
5097,7216,Брянская область,2021-4,Traxporter,0,4153
5098,7218,Брянская область,2021-6,Traxporter,1,4153
5099,7219,Брянская область,2021-7,Traxporter,8,4153
5100,7220,Брянская область,2021-8,Traxporter,15,4153
5101,7221,Брянская область,2021-9,Traxporter,26,4153
5102,7222,Брянская область,2021-10,Traxporter,40,4153
5103,7223,Брянская область,2021-11,Traxporter,42,4153
5104,7224,Брянская область,2021-12,Traxporter,33,4153
5105,7227,Владимирская область,2021-3,Energiser505,0,358
5106,7229,Владимирская область,2021-5,Energiser505,1,358
5107,7230,Владимирская область,2021-6,Energiser505,3,358
5108,7231,Владимирская область,2021-7,Energiser505,7,358
5109,7232,Владимирская область,2021-8,Energiser505,20,358
5110,7233,Владимирская область,2021-9,Energiser505,42,358
5111,7234,Владимирская область,2021-10,Energiser505,50,358
5112,7235,Владимирская область,2021-11,Energiser505,58,358
5113,7236,Владимирская область,2021-12,Energiser505,44,358
5114,7241,Владимирская область,2021-5,Red BUG CT500,0,602
5115,7242,Владимирская область,2021-6,Red BUG CT500,4,602
5116,7243,Владимирская область,2021-7,Red BUG CT500,11,602
5117,7244,Владимирская область,2021-8,Red BUG CT500,24,602
5118,7245,Владимирская область,2021-9,Red BUG CT500,47,602
5119,7246,Владимирская область,2021-10,Red BUG CT500,66,602
5120,7247,Владимирская область,2021-11,Red BUG CT500,72,602
5121,7248,Владимирская область,2021-12,Red BUG CT500,56,602
5122,7252,Волгоградская область,2021-4,Red RBL-03,0,1311
5123,7253,Волгоградская область,2021-5,Red RBL-03,1,1311
5124,7254,Волгоградская область,2021-6,Red RBL-03,2,1311
5125,7255,Волгоградская область,2021-7,Red RBL-03,7,1311
5126,7256,Волгоградская область,2021-8,Red RBL-03,22,1311
5127,7257,Волгоградская область,2021-9,Red RBL-03,36,1311
5128,7258,Волгоградская область,2021-10,Red RBL-03,43,1311
5129,7259,Волгоградская область,2021-11,Red RBL-03,51,1311
5130,7260,Волгоградская область,2021-12,Red RBL-03,40,1311
5131,7265,Волгоградская область,2021-5,AFA-ROCK,0,607
5132,7266,Волгоградская область,2021-6,AFA-ROCK,2,607
5133,7267,Волгоградская область,2021-7,AFA-ROCK,7,607
5134,7268,Волгоградская область,2021-8,AFA-ROCK,17,607
5135,7269,Волгоградская область,2021-9,AFA-ROCK,29,607
5136,7270,Волгоградская область,2021-10,AFA-ROCK,45,607
5137,7271,Волгоградская область,2021-11,AFA-ROCK,45,607
5138,7272,Волгоградская область,2021-12,AFA-ROCK,40,607
5139,7275,Волгоградская область,2021-3,Honda HSM,0,1375
5140,7277,Волгоградская область,2021-5,Honda HSM,0,1375
5141,7278,Волгоградская область,2021-6,Honda HSM,3,1375
5142,7279,Волгоградская область,2021-7,Honda HSM,13,1375
5143,7280,Волгоградская область,2021-8,Honda HSM,19,1375
5144,7281,Волгоградская область,2021-9,Honda HSM,34,1375
5145,7282,Волгоградская область,2021-10,Honda HSM,51,1375
5146,7283,Волгоградская область,2021-11,Honda HSM,54,1375
5147,7284,Волгоградская область,2021-12,Honda HSM,43,1375
5148,7289,Волгоградская область,2021-5,Traxporter,0,4240
5149,7290,Волгоградская область,2021-6,Traxporter,2,4240
5150,7291,Волгоградская область,2021-7,Traxporter,8,4240
5151,7292,Волгоградская область,2021-8,Traxporter,20,4240
5152,7293,Волгоградская область,2021-9,Traxporter,38,4240
5153,7294,Волгоградская область,2021-10,Traxporter,59,4240
5154,7295,Волгоградская область,2021-11,Traxporter,48,4240
5155,7296,Волгоградская область,2021-12,Traxporter,44,4240
5156,7300,Вологодская область,2021-4,Energiser505,0,343
5157,7301,Вологодская область,2021-5,Energiser505,0,343
5158,7302,Вологодская область,2021-6,Energiser505,1,343
5159,7303,Вологодская область,2021-7,Energiser505,7,343
5160,7304,Вологодская область,2021-8,Energiser505,11,343
5161,7305,Вологодская область,2021-9,Energiser505,22,343
5162,7306,Вологодская область,2021-10,Energiser505,29,343
5163,7307,Вологодская область,2021-11,Energiser505,33,343
5164,7308,Вологодская область,2021-12,Energiser505,24,343
5165,7314,Вологодская область,2021-6,Traxporter,1,4410
5166,7315,Вологодская область,2021-7,Traxporter,3,4410
5167,7316,Вологодская область,2021-8,Traxporter,10,4410
5168,7317,Вологодская область,2021-9,Traxporter,17,4410
5169,7318,Вологодская область,2021-10,Traxporter,26,4410
5170,7319,Вологодская область,2021-11,Traxporter,29,4410
5171,7320,Вологодская область,2021-12,Traxporter,22,4410
5172,7324,Вологодская область,2021-4,Ziesel,0,1661
5173,7325,Вологодская область,2021-5,Ziesel,0,1661
5174,7326,Вологодская область,2021-6,Ziesel,2,1661
5175,7327,Вологодская область,2021-7,Ziesel,5,1661
5176,7328,Вологодская область,2021-8,Ziesel,12,1661
5177,7329,Вологодская область,2021-9,Ziesel,19,1661
5178,7330,Вологодская область,2021-10,Ziesel,26,1661
5179,7331,Вологодская область,2021-11,Ziesel,32,1661
5180,7332,Вологодская область,2021-12,Ziesel,23,1661
5181,7336,Воронежская область,2021-4,Energiser505,0,355
5182,7337,Воронежская область,2021-5,Energiser505,0,355
5183,7338,Воронежская область,2021-6,Energiser505,1,355
5184,7339,Воронежская область,2021-7,Energiser505,5,355
5185,7340,Воронежская область,2021-8,Energiser505,15,355
5186,7341,Воронежская область,2021-9,Energiser505,23,355
5187,7342,Воронежская область,2021-10,Energiser505,33,355
5188,7343,Воронежская область,2021-11,Energiser505,38,355
5189,7344,Воронежская область,2021-12,Energiser505,25,355
5190,7349,Воронежская область,2021-5,Red BUG CT500,0,624
5191,7350,Воронежская область,2021-6,Red BUG CT500,1,624
5192,7351,Воронежская область,2021-7,Red BUG CT500,5,624
5193,7352,Воронежская область,2021-8,Red BUG CT500,12,624
5194,7353,Воронежская область,2021-9,Red BUG CT500,22,624
5195,7354,Воронежская область,2021-10,Red BUG CT500,32,624
5196,7355,Воронежская область,2021-11,Red BUG CT500,39,624
5197,7356,Воронежская область,2021-12,Red BUG CT500,25,624
5198,7361,г. Москва,2021-5,Ziesel,1,1815
5199,7362,г. Москва,2021-6,Ziesel,6,1815
5200,7363,г. Москва,2021-7,Ziesel,19,1815
5201,7364,г. Москва,2021-8,Ziesel,42,1815
5202,7365,г. Москва,2021-9,Ziesel,67,1815
5203,7366,г. Москва,2021-10,Ziesel,100,1815
5204,7367,г. Москва,2021-11,Ziesel,107,1815
5205,7368,г. Москва,2021-12,Ziesel,81,1815
5206,7373,г. Москва,2021-5,DTV Shredder,1,1470
5207,7374,г. Москва,2021-6,DTV Shredder,4,1470
5208,7375,г. Москва,2021-7,DTV Shredder,13,1470
5209,7376,г. Москва,2021-8,DTV Shredder,33,1470
5210,7377,г. Москва,2021-9,DTV Shredder,67,1470
5211,7378,г. Москва,2021-10,DTV Shredder,93,1470
5212,7379,г. Москва,2021-11,DTV Shredder,116,1470
5213,7380,г. Москва,2021-12,DTV Shredder,82,1470
5214,7384,г. Москва,2021-4,Ripsaw,0,2520
5215,7385,г. Москва,2021-5,Ripsaw,1,2520
5216,7386,г. Москва,2021-6,Ripsaw,3,2520
5217,7387,г. Москва,2021-7,Ripsaw,13,2520
5218,7388,г. Москва,2021-8,Ripsaw,33,2520
5219,7389,г. Москва,2021-9,Ripsaw,65,2520
5220,7390,г. Москва,2021-10,Ripsaw,92,2520
5221,7391,г. Москва,2021-11,Ripsaw,93,2520
5222,7392,г. Москва,2021-12,Ripsaw,59,2520
5223,7396,г. Севастополь,2021-4,Energiser505,0,352
5224,7397,г. Севастополь,2021-5,Energiser505,0,352
5225,7398,г. Севастополь,2021-6,Energiser505,2,352
5226,7399,г. Севастополь,2021-7,Energiser505,3,352
5227,7400,г. Севастополь,2021-8,Energiser505,18,352
5228,7401,г. Севастополь,2021-9,Energiser505,32,352
5229,7402,г. Севастополь,2021-10,Energiser505,41,352
5230,7403,г. Севастополь,2021-11,Energiser505,43,352
5231,7404,г. Севастополь,2021-12,Energiser505,31,352
5232,7408,г. Севастополь,2021-4,Red BUG CT500,0,653
5233,7409,г. Севастополь,2021-5,Red BUG CT500,0,653
5234,7410,г. Севастополь,2021-6,Red BUG CT500,2,653
5235,7411,г. Севастополь,2021-7,Red BUG CT500,11,653
5236,7412,г. Севастополь,2021-8,Red BUG CT500,15,653
5237,7413,г. Севастополь,2021-9,Red BUG CT500,38,653
5238,7414,г. Севастополь,2021-10,Red BUG CT500,49,653
5239,7415,г. Севастополь,2021-11,Red BUG CT500,52,653
5240,7416,г. Севастополь,2021-12,Red BUG CT500,45,653
5241,7419,г.Санкт-Петербург,2021-3,Energiser505,0,342
5242,7420,г.Санкт-Петербург,2021-4,Energiser505,0,342
5243,7421,г.Санкт-Петербург,2021-5,Energiser505,0,342
5244,7422,г.Санкт-Петербург,2021-6,Energiser505,2,342
5245,7423,г.Санкт-Петербург,2021-7,Energiser505,7,342
5246,7424,г.Санкт-Петербург,2021-8,Energiser505,19,342
5247,7425,г.Санкт-Петербург,2021-9,Energiser505,32,342
5248,7426,г.Санкт-Петербург,2021-10,Energiser505,38,342
5249,7427,г.Санкт-Петербург,2021-11,Energiser505,40,342
5250,7428,г.Санкт-Петербург,2021-12,Energiser505,28,342
5251,7433,г.Санкт-Петербург,2021-5,Red BUG CT500,0,621
5252,7434,г.Санкт-Петербург,2021-6,Red BUG CT500,2,621
5253,7435,г.Санкт-Петербург,2021-7,Red BUG CT500,6,621
5254,7436,г.Санкт-Петербург,2021-8,Red BUG CT500,14,621
5255,7437,г.Санкт-Петербург,2021-9,Red BUG CT500,24,621
5256,7438,г.Санкт-Петербург,2021-10,Red BUG CT500,39,621
5257,7439,г.Санкт-Петербург,2021-11,Red BUG CT500,34,621
5258,7440,г.Санкт-Петербург,2021-12,Red BUG CT500,31,621
5259,7445,Забайкальский край,2021-5,Energiser505,0,369
5260,7446,Забайкальский край,2021-6,Energiser505,1,369
5261,7447,Забайкальский край,2021-7,Energiser505,4,369
5262,7448,Забайкальский край,2021-8,Energiser505,9,369
5263,7449,Забайкальский край,2021-9,Energiser505,16,369
5264,7450,Забайкальский край,2021-10,Energiser505,25,369
5265,7451,Забайкальский край,2021-11,Energiser505,24,369
5266,7452,Забайкальский край,2021-12,Energiser505,21,369
5267,7457,Забайкальский край,2021-5,Red BUG CT500,0,642
5268,7458,Забайкальский край,2021-6,Red BUG CT500,1,642
5269,7459,Забайкальский край,2021-7,Red BUG CT500,5,642
5270,7460,Забайкальский край,2021-8,Red BUG CT500,9,642
5271,7461,Забайкальский край,2021-9,Red BUG CT500,18,642
5272,7462,Забайкальский край,2021-10,Red BUG CT500,24,642
5273,7463,Забайкальский край,2021-11,Red BUG CT500,27,642
5274,7464,Забайкальский край,2021-12,Red BUG CT500,18,642
5275,7468,Ивановская область,2021-4,Red RBL-03,0,1201
5276,7469,Ивановская область,2021-5,Red RBL-03,0,1201
5277,7470,Ивановская область,2021-6,Red RBL-03,2,1201
5278,7471,Ивановская область,2021-7,Red RBL-03,9,1201
5279,7472,Ивановская область,2021-8,Red RBL-03,24,1201
5280,7473,Ивановская область,2021-9,Red RBL-03,53,1201
5281,7474,Ивановская область,2021-10,Red RBL-03,70,1201
5282,7475,Ивановская область,2021-11,Red RBL-03,71,1201
5283,7476,Ивановская область,2021-12,Red RBL-03,49,1201
5284,7479,Ивановская область,2021-3,AFA-ROCK,0,618
5285,7481,Ивановская область,2021-5,AFA-ROCK,1,618
5286,7482,Ивановская область,2021-6,AFA-ROCK,2,618
5287,7483,Ивановская область,2021-7,AFA-ROCK,9,618
5288,7484,Ивановская область,2021-8,AFA-ROCK,24,618
5289,7485,Ивановская область,2021-9,AFA-ROCK,42,618
5290,7486,Ивановская область,2021-10,AFA-ROCK,64,618
5291,7487,Ивановская область,2021-11,AFA-ROCK,60,618
5292,7488,Ивановская область,2021-12,AFA-ROCK,52,618
5293,7493,Ивановская область,2021-5,Honda HSM,0,1397
5294,7494,Ивановская область,2021-6,Honda HSM,3,1397
5295,7495,Ивановская область,2021-7,Honda HSM,9,1397
5296,7496,Ивановская область,2021-8,Honda HSM,18,1397
5297,7497,Ивановская область,2021-9,Honda HSM,35,1397
5298,7498,Ивановская область,2021-10,Honda HSM,46,1397
5299,7499,Ивановская область,2021-11,Honda HSM,62,1397
5300,7500,Ивановская область,2021-12,Honda HSM,39,1397
5301,7505,Ивановская область,2021-5,Traxporter,1,4009
5302,7506,Ивановская область,2021-6,Traxporter,1,4009
5303,7507,Ивановская область,2021-7,Traxporter,9,4009
5304,7508,Ивановская область,2021-8,Traxporter,18,4009
5305,7509,Ивановская область,2021-9,Traxporter,38,4009
5306,7510,Ивановская область,2021-10,Traxporter,62,4009
5307,7511,Ивановская область,2021-11,Traxporter,60,4009
5308,7512,Ивановская область,2021-12,Traxporter,42,4009
5309,7517,Иркутская область,2021-5,Ziesel,0,1723
5310,7518,Иркутская область,2021-6,Ziesel,2,1723
5311,7519,Иркутская область,2021-7,Ziesel,7,1723
5312,7520,Иркутская область,2021-8,Ziesel,27,1723
5313,7521,Иркутская область,2021-9,Ziesel,50,1723
5314,7522,Иркутская область,2021-10,Ziesel,64,1723
5315,7523,Иркутская область,2021-11,Ziesel,76,1723
5316,7524,Иркутская область,2021-12,Ziesel,50,1723
5317,7528,Иркутская область,2021-4,DTV Shredder,0,1564
5318,7529,Иркутская область,2021-5,DTV Shredder,0,1564
5319,7530,Иркутская область,2021-6,DTV Shredder,4,1564
5320,7531,Иркутская область,2021-7,DTV Shredder,9,1564
5321,7532,Иркутская область,2021-8,DTV Shredder,18,1564
5322,7533,Иркутская область,2021-9,DTV Shredder,43,1564
5323,7534,Иркутская область,2021-10,DTV Shredder,55,1564
5324,7535,Иркутская область,2021-11,DTV Shredder,67,1564
5325,7536,Иркутская область,2021-12,DTV Shredder,51,1564
5326,7541,Иркутская область,2021-5,Ripsaw,0,2420
5327,7542,Иркутская область,2021-6,Ripsaw,3,2420
5328,7543,Иркутская область,2021-7,Ripsaw,13,2420
5329,7544,Иркутская область,2021-8,Ripsaw,22,2420
5330,7545,Иркутская область,2021-9,Ripsaw,56,2420
5331,7546,Иркутская область,2021-10,Ripsaw,63,2420
5332,7547,Иркутская область,2021-11,Ripsaw,66,2420
5333,7548,Иркутская область,2021-12,Ripsaw,53,2420
5334,7553,Калининградская область,2021-5,Ziesel,0,1720
5335,7554,Калининградская область,2021-6,Ziesel,2,1720
5336,7555,Калининградская область,2021-7,Ziesel,7,1720
5337,7556,Калининградская область,2021-8,Ziesel,17,1720
5338,7557,Калининградская область,2021-9,Ziesel,32,1720
5339,7558,Калининградская область,2021-10,Ziesel,44,1720
5340,7559,Калининградская область,2021-11,Ziesel,40,1720
5341,7560,Калининградская область,2021-12,Ziesel,30,1720
5342,7564,Калининградская область,2021-4,DTV Shredder,0,1576
5343,7565,Калининградская область,2021-5,DTV Shredder,0,1576
5344,7566,Калининградская область,2021-6,DTV Shredder,1,1576
5345,7567,Калининградская область,2021-7,DTV Shredder,7,1576
5346,7568,Калининградская область,2021-8,DTV Shredder,15,1576
5347,7569,Калининградская область,2021-9,DTV Shredder,29,1576
5348,7570,Калининградская область,2021-10,DTV Shredder,35,1576
5349,7571,Калининградская область,2021-11,DTV Shredder,45,1576
5350,7572,Калининградская область,2021-12,DTV Shredder,35,1576
5351,7576,Калининградская область,2021-4,Ripsaw,0,2595
5352,7577,Калининградская область,2021-5,Ripsaw,0,2595
5353,7578,Калининградская область,2021-6,Ripsaw,1,2595
5354,7579,Калининградская область,2021-7,Ripsaw,6,2595
5355,7580,Калининградская область,2021-8,Ripsaw,15,2595
5356,7581,Калининградская область,2021-9,Ripsaw,29,2595
5357,7582,Калининградская область,2021-10,Ripsaw,41,2595
5358,7583,Калининградская область,2021-11,Ripsaw,44,2595
5359,7584,Калининградская область,2021-12,Ripsaw,35,2595
5360,7588,Калужская область,2021-4,Ziesel,0,1644
5361,7589,Калужская область,2021-5,Ziesel,1,1644
5362,7590,Калужская область,2021-6,Ziesel,6,1644
5363,7591,Калужская область,2021-7,Ziesel,18,1644
5364,7592,Калужская область,2021-8,Ziesel,36,1644
5365,7593,Калужская область,2021-9,Ziesel,74,1644
5366,7594,Калужская область,2021-10,Ziesel,94,1644
5367,7595,Калужская область,2021-11,Ziesel,105,1644
5368,7596,Калужская область,2021-12,Ziesel,82,1644
